vendor_id,city,zone_type,vendor_age_years,years_in_business,food_category,license_status,avg_daily_revenue_inr,avg_daily_customers,monthly_stall_rent_inr,num_helpers,hours_open_per_day,competition_within_100m,monthly_health_inspection_score,had_fine_last_year,avg_monthly_rainfall_mm,season_of_observation,has_online_presence,customer_complaint_rate,vendor_survived
VSF-02105,Mumbai,Transit Hub,32.0,10.13,Desserts & Sweets,Licensed,,72.0,7510.94,0,12.98,6.0,75.0,0.0,260.89,Post-Monsoon,0.0,0.28,0
VSF-02106,Bengaluru,Industrial,21.0,4.72,South Indian,Licensed,953.08,48.0,,0,7.86,9.0,,0.0,98.43,Post-Monsoon,0.0,0.19,0
VSF-02107,Delhi,Transit Hub,29.0,10.99,Seafood,Pending Renewal,210.0,10.0,5783.18,0,12.04,18.0,45.86,1.0,100.84,Winter,0.0,0.11,0
VSF-02108,Pune,Industrial,54.0,29.37,Grilled & BBQ,Pending Renewal,1101.82,34.0,0.0,0,6.34,0.0,,0.0,64.17,Winter,0.0,0.03,0
VSF-02109,Pune,University Area,34.0,16.15,Chinese,Licensed,3253.39,153.0,2325.76,0,6.81,1.0,,1.0,83.75,Summer,0.0,0.17,0
VSF-02110,Bengaluru,Tourist Spot,43.0,25.8,Chinese,Licensed,925.47,59.0,4307.28,0,6.62,6.0,32.49,0.0,80.92,Winter,0.0,,0
VSF-02111,Mumbai,Tourist Spot,44.0,10.47,Fast Food,Licensed,1777.17,113.0,2686.91,0,7.67,0.0,90.0,0.0,223.64,Winter,1.0,0.25,0
VSF-02112,Bengaluru,Commercial,46.0,20.0,Desserts & Sweets,Pending Renewal,2703.61,130.0,6151.33,0,13.99,9.0,25.0,1.0,75.28,Post-Monsoon,0.0,0.21,1
VSF-02113,Pune,Residential,28.0,,Rolls & Wraps,Pending Renewal,1989.13,84.0,6009.19,0,7.06,8.0,22.68,1.0,68.11,Winter,0.0,0.2,1
VSF-02114,Lucknow,University Area,42.0,14.78,Seafood,Licensed,1211.53,86.0,1072.32,0,6.07,6.0,,0.0,38.59,Winter,0.0,0.2,1
VSF-02115,Lucknow,Industrial,34.0,10.4,Chinese,Licensed,1225.37,,2935.25,3,12.04,7.0,60.0,0.0,124.21,Monsoon,1.0,0.16,1
VSF-02116,Hyderabad,Tourist Spot,51.0,20.39,Desserts & Sweets,Pending Renewal,2503.75,109.0,1892.46,0,7.07,5.0,65.38,1.0,71.35,Post-Monsoon,0.0,0.28,0
VSF-02117,Mumbai,Transit Hub,61.0,4.58,Fast Food,Licensed,1627.92,107.0,1443.64,0,6.35,16.0,50.0,0.0,248.61,Winter,0.0,0.09,0
VSF-02118,Delhi,University Area,54.0,4.69,South Indian,Expired,1400.66,79.0,0.0,0,,6.0,89.49,1.0,165.71,Monsoon,0.0,0.26,0
VSF-02119,Bengaluru,Transit Hub,45.0,16.46,Chinese,Licensed,1423.31,77.0,0.0,0,11.53,17.0,34.18,0.0,85.76,Post-Monsoon,0.0,0.08,0
VSF-02120,Mumbai,Transit Hub,31.0,,Chaat,Licensed,1034.63,25.0,1624.39,0,12.87,10.0,30.0,1.0,253.41,Post-Monsoon,0.0,0.11,1
VSF-02121,Kochi,Industrial,32.0,11.75,North Indian,Licensed,225.0,10.0,5053.19,0,11.43,2.0,65.0,0.0,297.71,Summer,0.0,0.04,1
VSF-02122,Delhi,Industrial,48.0,6.26,North Indian,Unlicensed,819.62,42.0,4649.14,1,10.67,4.0,,0.0,99.14,Summer,0.0,0.26,1
VSF-02123,Mumbai,Residential,49.0,29.44,Fast Food,Licensed,1817.1,72.0,6368.7,0,13.93,9.0,70.0,0.0,245.99,Post-Monsoon,0.0,0.08,0
VSF-02124,Mumbai,Transit Hub,,13.89,Rolls & Wraps,Expired,28890.85,400.0,2992.25,1,7.58,9.0,50.0,0.0,326.72,Monsoon,0.0,0.12,1
VSF-02125,Delhi,University Area,49.0,18.08,Fast Food,Licensed,4094.36,222.0,7613.25,2,12.61,4.0,75.0,0.0,115.17,Post-Monsoon,0.0,0.09,0
VSF-02126,Delhi,Residential,30.0,9.66,Chaat,Licensed,875.5,39.0,0.0,0,11.34,3.0,,1.0,106.44,Winter,0.0,0.28,1
VSF-02127,Bengaluru,Transit Hub,40.0,17.83,Fast Food,Expired,727.62,29.0,0.0,0,12.73,18.0,,0.0,185.83,Monsoon,0.0,0.16,0
VSF-02128,Kochi,Commercial,33.0,,Fast Food,Licensed,2292.43,110.0,6134.23,1,12.19,18.0,93.83,0.0,289.0,Summer,0.0,0.29,0
VSF-02129,Hyderabad,University Area,32.0,2.75,Chinese,Licensed,1897.07,72.0,5763.8,0,7.53,6.0,,0.0,68.93,Post-Monsoon,0.0,0.19,1
VSF-02130,Jaipur,University Area,42.0,19.25,Chinese,Unlicensed,2276.01,112.0,,0,12.87,5.0,,0.0,108.85,Monsoon,1.0,,0
VSF-02131,Jaipur,University Area,,10.76,Desserts & Sweets,Licensed,4034.44,1.0,0.0,0,11.37,9.0,75.0,0.0,78.78,Monsoon,1.0,0.24,0
VSF-02132,Kochi,Residential,45.0,21.33,Chinese,Pending Renewal,2254.93,82.0,4881.76,2,12.11,8.0,,0.0,339.37,Monsoon,0.0,0.16,0
VSF-02133,Pune,Tourist Spot,27.0,0.59,Seafood,Licensed,800.23,,7179.31,1,10.82,2.0,,0.0,141.05,Monsoon,1.0,0.1,1
VSF-02134,Bengaluru,Residential,50.0,7.71,South Indian,Pending Renewal,2946.72,178.0,7762.72,0,10.48,5.0,,0.0,95.29,Post-Monsoon,0.0,,1
VSF-02135,Hyderabad,University Area,43.0,24.82,South Indian,Unlicensed,2505.62,,3936.4,1,6.92,5.0,,0.0,77.15,Post-Monsoon,0.0,0.15,1
VSF-02136,Kochi,Transit Hub,31.0,8.09,Grilled & BBQ,Licensed,1994.97,69.0,7687.32,0,10.45,18.0,80.54,0.0,292.14,Post-Monsoon,0.0,0.18,1
VSF-02137,Mumbai,Residential,33.0,8.48,South Indian,Licensed,2817.91,142.0,6392.94,0,11.47,4.0,76.69,0.0,243.21,Post-Monsoon,0.0,0.19,0
VSF-02138,Bengaluru,Industrial,40.0,3.62,Chaat,Licensed,2449.93,121.0,3686.29,0,6.2,8.0,28.38,0.0,78.0,Winter,0.0,,0
VSF-02139,Lucknow,Transit Hub,24.0,1.94,Fast Food,Licensed,1796.63,98.0,0.0,3,12.42,17.0,,0.0,118.26,Monsoon,1.0,0.03,1
VSF-02140,Lucknow,Industrial,40.0,22.92,Chaat,Expired,225.0,10.0,0.0,0,6.13,7.0,33.52,0.0,89.48,Monsoon,0.0,0.27,0
VSF-02141,Pune,Tourist Spot,26.0,2.51,Rolls & Wraps,Licensed,903.04,46.0,1055.4,0,10.89,4.0,21.85,0.0,73.89,Post-Monsoon,1.0,0.26,1
VSF-02142,Bengaluru,Tourist Spot,30.0,4.45,Fast Food,Licensed,1880.46,96.0,2999.69,0,13.04,1.0,39.21,0.0,88.76,Post-Monsoon,0.0,,1
VSF-02143,Kochi,University Area,27.0,5.37,Chinese,Licensed,22646.08,400.0,6521.47,4,11.9,5.0,87.53,0.0,303.61,Summer,0.0,0.13,1
VSF-02144,Bengaluru,Industrial,44.0,4.85,Chaat,Licensed,1322.17,76.0,3960.13,0,10.01,9.0,,0.0,92.22,Summer,0.0,0.25,0
VSF-02145,Bengaluru,Industrial,24.0,1.57,Chinese,Expired,,151.0,6733.45,1,12.23,7.0,65.0,1.0,101.84,Post-Monsoon,1.0,0.28,0
VSF-02146,Pune,Tourist Spot,27.0,8.01,Rolls & Wraps,Unlicensed,1155.64,,5457.09,0,13.89,6.0,30.73,0.0,135.08,Monsoon,0.0,0.11,0
VSF-02147,Bengaluru,Commercial,29.0,10.52,South Indian,Licensed,1348.9,61.0,4116.08,1,6.39,13.0,,,151.34,Monsoon,0.0,0.19,0
VSF-02148,Mumbai,Residential,45.0,3.05,Seafood,Pending Renewal,1819.82,84.0,3287.83,0,11.19,0.0,83.67,0.0,269.73,Summer,1.0,0.17,1
VSF-02149,Mumbai,Transit Hub,32.0,9.86,Seafood,Licensed,2471.85,116.0,0.0,1,13.22,19.0,51.33,0.0,238.41,Summer,0.0,0.2,0
VSF-02150,Hyderabad,Tourist Spot,38.0,5.29,Desserts & Sweets,Unlicensed,2475.79,146.0,2190.37,1,13.26,7.0,,0.0,32.9,Winter,0.0,0.23,1
VSF-02151,Mumbai,University Area,23.0,5.37,Desserts & Sweets,Pending Renewal,1453.38,63.0,1879.47,0,7.9,7.0,35.0,0.0,243.72,Winter,0.0,0.1,0
VSF-02152,Mumbai,Transit Hub,33.0,15.64,North Indian,Licensed,4270.77,4.0,0.0,0,10.82,15.0,39.0,0.0,267.27,Summer,1.0,0.23,1
VSF-02153,Delhi,Commercial,27.0,6.88,Beverages,Licensed,5043.06,220.0,2527.93,1,12.15,11.0,74.3,0.0,97.31,Post-Monsoon,0.0,0.09,0
VSF-02154,Hyderabad,Industrial,,28.19,Fast Food,Licensed,867.45,47.0,5147.79,1,13.75,9.0,38.88,0.0,60.87,Summer,0.0,0.17,0
VSF-02155,Hyderabad,University Area,31.0,1.52,South Indian,Licensed,2153.87,128.0,3691.85,0,7.85,1.0,57.79,0.0,110.97,Monsoon,0.0,,0
VSF-02156,Mumbai,Transit Hub,43.0,26.11,Fast Food,Licensed,1330.81,67.0,0.0,0,6.72,15.0,45.0,1.0,265.49,Post-Monsoon,0.0,0.12,1
VSF-02157,Bengaluru,Transit Hub,24.0,1.78,South Indian,Pending Renewal,702.3,,0.0,1,7.64,15.0,67.24,0.0,113.85,Summer,0.0,0.23,1
VSF-02158,Kochi,Residential,22.0,2.67,Chaat,Licensed,1738.29,104.0,1034.36,0,12.71,4.0,45.91,0.0,350.0,Monsoon,0.0,0.17,1
VSF-02159,Jaipur,Residential,31.0,3.01,Fast Food,Expired,620.01,13.0,,1,13.52,2.0,,1.0,90.84,Monsoon,0.0,0.09,0
VSF-02160,Hyderabad,Residential,,5.06,Chinese,Unlicensed,704.14,34.0,0.0,2,12.9,0.0,,0.0,48.66,Summer,0.0,0.17,0
VSF-02161,Delhi,Commercial,23.0,2.28,South Indian,Unlicensed,25773.05,400.0,5954.75,0,12.24,14.0,85.0,0.0,103.24,Winter,0.0,,1
VSF-02162,Hyderabad,Tourist Spot,45.0,4.75,Fast Food,Licensed,4075.13,208.0,4359.29,1,10.3,7.0,59.69,0.0,57.8,Summer,0.0,0.17,1
VSF-02163,Bengaluru,Commercial,32.0,11.32,Grilled & BBQ,Licensed,,47.0,7300.19,0,12.22,18.0,80.0,0.0,172.5,Monsoon,0.0,0.19,0
VSF-02164,Mumbai,Transit Hub,38.0,4.36,South Indian,Expired,1161.3,73.0,1347.2,0,6.68,17.0,45.97,0.0,258.79,Post-Monsoon,0.0,0.13,0
VSF-02165,Bengaluru,University Area,30.0,3.05,Seafood,Licensed,1816.03,,0.0,0,6.75,7.0,,0.0,85.05,Summer,0.0,0.25,1
VSF-02166,Lucknow,University Area,51.0,6.6,Rolls & Wraps,Expired,2298.16,102.0,4118.91,0,,1.0,69.53,0.0,14.09,Winter,0.0,0.11,0
VSF-02167,Lucknow,Transit Hub,45.0,24.54,Fast Food,Unlicensed,1674.79,87.0,6503.15,0,6.16,19.0,38.78,0.0,55.25,Summer,0.0,0.03,0
VSF-02168,Hyderabad,Industrial,53.0,17.53,North Indian,Licensed,1280.62,66.0,7498.18,0,7.74,8.0,60.71,1.0,67.52,Summer,0.0,0.05,1
VSF-02169,Lucknow,Tourist Spot,42.0,20.57,Fast Food,Unlicensed,3395.0,140.0,3064.42,1,7.87,1.0,38.09,1.0,124.63,Monsoon,0.0,0.28,0
VSF-02170,Kochi,Residential,36.0,5.58,Beverages,Pending Renewal,,55.0,,0,6.98,9.0,20.0,1.0,350.0,Monsoon,0.0,0.26,0
VSF-02171,Hyderabad,Industrial,35.0,10.43,Chaat,Licensed,,169.0,2551.79,0,7.34,1.0,57.75,0.0,83.95,Monsoon,0.0,0.07,0
VSF-02172,Mumbai,Transit Hub,46.0,0.79,Fast Food,Unlicensed,604.59,17.0,3630.61,0,6.35,5.0,59.81,0.0,230.13,Post-Monsoon,0.0,0.03,1
VSF-02173,Delhi,Transit Hub,51.0,1.42,Desserts & Sweets,Licensed,,129.0,0.0,0,6.4,,,0.0,160.85,Monsoon,1.0,0.05,0
VSF-02174,Hyderabad,Industrial,34.0,1.34,Chaat,Unlicensed,755.99,31.0,924.88,2,12.78,6.0,81.74,0.0,49.24,Summer,0.0,0.02,1
VSF-02175,Delhi,Commercial,36.0,18.1,North Indian,Unlicensed,1453.98,76.0,5698.69,0,6.89,10.0,,0.0,157.03,Monsoon,1.0,,1
VSF-02176,Mumbai,Transit Hub,21.0,3.26,North Indian,Licensed,2105.39,99.0,2899.49,0,11.55,17.0,32.94,0.0,233.11,Winter,0.0,0.29,0
VSF-02177,Pune,Residential,24.0,3.94,Seafood,Licensed,757.63,37.0,7933.82,3,6.45,5.0,24.46,0.0,67.94,Summer,0.0,0.28,1
VSF-02178,Mumbai,Transit Hub,24.0,,Beverages,Expired,2475.93,110.0,3979.03,1,11.31,7.0,40.0,0.0,313.68,Monsoon,0.0,0.29,1
VSF-02179,Delhi,Industrial,40.0,2.83,Chinese,Unlicensed,339.65,10.0,0.0,0,12.04,4.0,,0.0,108.16,Summer,0.0,,1
VSF-02180,Jaipur,Commercial,48.0,,Grilled & BBQ,Licensed,3062.32,165.0,4201.58,0,13.7,11.0,,0.0,78.94,Monsoon,1.0,0.23,1
VSF-02181,Kochi,Transit Hub,50.0,8.66,Desserts & Sweets,Licensed,2947.9,161.0,3950.48,0,6.13,13.0,40.0,0.0,288.89,Winter,1.0,0.2,0
VSF-02182,Delhi,Industrial,22.0,5.7,Chinese,Unlicensed,1246.49,101.0,850.0,2,6.46,1.0,,1.0,109.9,Summer,0.0,0.15,1
VSF-02183,Delhi,Tourist Spot,36.0,1.61,Grilled & BBQ,Licensed,2132.48,90.0,0.0,0,6.67,2.0,94.01,0.0,183.58,Monsoon,0.0,0.01,1
VSF-02184,Pune,Commercial,37.0,13.94,South Indian,Licensed,4395.49,232.0,5951.82,0,12.18,10.0,,1.0,58.37,Summer,0.0,,0
VSF-02185,Hyderabad,Tourist Spot,51.0,19.0,South Indian,Licensed,2733.63,148.0,2808.52,0,6.64,6.0,,1.0,65.2,Winter,,0.15,1
VSF-02186,Pune,Residential,49.0,9.9,Rolls & Wraps,Unlicensed,714.88,,0.0,2,10.66,5.0,,0.0,80.36,Summer,1.0,0.15,0
VSF-02187,Hyderabad,Commercial,44.0,14.3,Chinese,Licensed,2285.0,120.0,3468.51,0,11.6,5.0,,0.0,55.18,Post-Monsoon,1.0,0.21,1
VSF-02188,Pune,Tourist Spot,29.0,6.91,Fast Food,Pending Renewal,2325.79,121.0,0.0,2,6.07,4.0,70.0,0.0,69.63,Winter,0.0,0.14,1
VSF-02189,Delhi,University Area,42.0,7.07,Rolls & Wraps,Unlicensed,10353.1,400.0,7073.93,0,10.04,9.0,42.32,0.0,125.8,Summer,0.0,0.08,1
VSF-02190,Hyderabad,Commercial,21.0,,Fast Food,Licensed,1717.46,93.0,7494.51,0,7.81,13.0,,0.0,51.78,Post-Monsoon,1.0,0.29,1
VSF-02191,Delhi,Commercial,50.0,10.8,Grilled & BBQ,Pending Renewal,995.85,46.0,1312.79,1,12.61,8.0,45.0,0.0,95.05,Post-Monsoon,0.0,0.16,0
VSF-02192,Hyderabad,Tourist Spot,47.0,14.56,South Indian,Pending Renewal,8119.03,400.0,3707.47,0,7.28,1.0,,0.0,61.99,Winter,1.0,0.17,1
VSF-02193,Bengaluru,Transit Hub,39.0,4.33,Seafood,Licensed,994.03,69.0,7224.58,0,12.39,11.0,,0.0,165.69,Monsoon,0.0,0.01,0
VSF-02194,Mumbai,Tourist Spot,51.0,27.37,Chaat,Unlicensed,,141.0,2747.08,0,10.45,3.0,,0.0,232.44,Post-Monsoon,0.0,0.24,0
VSF-02195,Bengaluru,Residential,50.0,28.15,Desserts & Sweets,Unlicensed,2091.16,106.0,0.0,0,10.18,8.0,,0.0,82.44,Post-Monsoon,0.0,0.17,1
VSF-02196,Delhi,Residential,46.0,11.54,Chinese,Expired,1077.58,45.0,0.0,0,13.28,4.0,85.78,,99.07,Post-Monsoon,0.0,0.27,0
VSF-02197,Hyderabad,Commercial,43.0,12.8,Rolls & Wraps,Unlicensed,1624.75,65.0,,2,13.19,7.0,51.18,0.0,37.39,Winter,0.0,0.03,1
VSF-02198,Mumbai,Tourist Spot,22.0,5.62,Desserts & Sweets,Licensed,5138.26,270.0,4732.65,0,13.11,2.0,,0.0,240.56,Winter,0.0,0.24,0
VSF-02199,Bengaluru,Tourist Spot,23.0,0.86,Fast Food,Expired,1768.37,83.0,2420.31,0,6.16,6.0,,1.0,100.86,Post-Monsoon,0.0,0.12,1
VSF-02200,Jaipur,Industrial,47.0,26.52,Chaat,Pending Renewal,3353.92,139.0,6037.23,0,13.66,6.0,62.15,1.0,9.99,Winter,0.0,0.07,1
VSF-02201,Delhi,University Area,40.0,18.32,Fast Food,Unlicensed,3480.26,153.0,2597.48,0,6.39,9.0,,0.0,77.78,Winter,0.0,0.07,1
VSF-02202,Bengaluru,Commercial,39.0,4.51,Seafood,Licensed,875.88,53.0,2865.99,0,7.85,6.0,,0.0,85.4,Summer,0.0,0.06,0
VSF-02203,Hyderabad,Industrial,24.0,6.87,Chinese,Unlicensed,550.68,66.0,3753.75,2,6.19,2.0,39.73,0.0,41.76,Summer,0.0,0.27,0
VSF-02204,Pune,University Area,32.0,3.18,South Indian,,3231.03,143.0,7220.77,2,7.82,2.0,45.0,0.0,58.29,Summer,0.0,0.21,0
VSF-02205,Delhi,Residential,39.0,14.35,North Indian,Licensed,1866.2,94.0,6982.98,3,13.19,3.0,65.0,0.0,105.5,Winter,0.0,0.09,1
VSF-02206,Pune,Tourist Spot,53.0,25.97,Seafood,Licensed,989.14,54.0,7936.35,0,6.53,3.0,47.62,0.0,46.68,Winter,1.0,0.27,0
VSF-02207,Mumbai,Residential,52.0,27.84,Rolls & Wraps,Licensed,2024.59,92.0,4207.42,2,10.56,1.0,,0.0,332.43,Monsoon,0.0,0.23,1
VSF-02208,Jaipur,Tourist Spot,42.0,19.57,Chinese,Pending Renewal,2066.11,106.0,6469.15,0,6.34,9.0,,0.0,43.36,Post-Monsoon,0.0,0.25,1
VSF-02209,Lucknow,Tourist Spot,52.0,25.4,Seafood,Licensed,1799.46,107.0,3492.17,1,12.34,7.0,,0.0,48.4,Winter,0.0,0.28,0
VSF-02210,Delhi,Industrial,24.0,1.27,North Indian,Licensed,1233.13,71.0,4583.01,0,11.57,8.0,95.0,0.0,86.4,Winter,0.0,0.05,0
VSF-02211,Kochi,Transit Hub,24.0,1.04,Seafood,Licensed,,62.0,3562.78,0,7.16,17.0,,0.0,275.81,Winter,1.0,,0
VSF-02212,Lucknow,Residential,24.0,4.78,Fast Food,Licensed,3145.795081712522,4.0,2218.18,0,11.8,8.0,37.17,1.0,61.18,Summer,0.0,0.23,0
VSF-02213,Mumbai,Residential,40.0,,Fast Food,Pending Renewal,2027.41,84.0,,1,12.93,0.0,91.26,0.0,262.93,Summer,0.0,0.15,0
VSF-02214,Mumbai,University Area,36.0,12.34,Desserts & Sweets,Licensed,1379.69,54.0,6573.86,0,6.71,5.0,30.0,0.0,342.39,Monsoon,0.0,0.3,0
VSF-02215,Mumbai,Tourist Spot,42.0,7.96,Desserts & Sweets,Licensed,1180.77,55.0,3862.61,0,10.58,5.0,25.0,0.0,246.58,Post-Monsoon,0.0,0.15,1
VSF-02216,Bengaluru,Transit Hub,28.0,5.39,Seafood,Pending Renewal,850.27,45.0,3344.57,0,11.12,17.0,,0.0,95.34,Winter,0.0,0.01,0
VSF-02217,Jaipur,Residential,46.0,,South Indian,Licensed,868.86,53.0,3700.67,1,12.95,4.0,30.11,0.0,41.19,Summer,0.0,0.22,0
VSF-02218,Hyderabad,Transit Hub,30.0,10.63,Chaat,Licensed,1764.66,85.0,1471.2,3,6.92,17.0,60.3,0.0,45.27,Post-Monsoon,1.0,0.2,1
VSF-02219,Hyderabad,Transit Hub,45.0,28.53,Rolls & Wraps,Licensed,730.99,10.0,6082.76,0,6.56,7.0,44.8,0.0,113.5,Monsoon,0.0,0.22,1
VSF-02220,Pune,Tourist Spot,34.0,14.88,Rolls & Wraps,Licensed,,100.0,6760.78,0,10.3,7.0,51.75,0.0,88.14,Post-Monsoon,0.0,0.1,0
VSF-02221,Hyderabad,Transit Hub,20.0,1.08,Desserts & Sweets,Unlicensed,,46.0,3400.97,0,7.18,6.0,41.96,0.0,58.71,Post-Monsoon,0.0,0.27,0
VSF-02222,Bengaluru,Commercial,30.0,6.2,North Indian,Licensed,967.88,56.0,6793.29,0,6.36,16.0,65.0,1.0,95.26,Summer,0.0,0.28,0
VSF-02223,Bengaluru,Transit Hub,47.0,29.29,Chinese,Licensed,3731.92,199.0,4350.55,1,6.4,7.0,,,90.03,Post-Monsoon,1.0,0.24,1
VSF-02224,Delhi,Residential,31.0,10.38,Chaat,Licensed,,33.0,6073.03,0,11.34,9.0,91.77,0.0,126.15,Post-Monsoon,0.0,0.06,0
VSF-02225,Bengaluru,Tourist Spot,50.0,23.38,Grilled & BBQ,Pending Renewal,3387.39,166.0,,1,6.0,1.0,,0.0,102.17,Summer,1.0,0.1,1
VSF-02226,Delhi,Tourist Spot,47.0,11.71,Chinese,Pending Renewal,3041.75,,2379.83,0,7.7,3.0,65.0,1.0,160.47,Monsoon,0.0,0.22,1
VSF-02227,Lucknow,University Area,24.0,7.53,Grilled & BBQ,Licensed,2593.25,126.0,6618.43,1,13.15,2.0,52.24,0.0,27.83,Summer,0.0,0.22,1
VSF-02228,Jaipur,Tourist Spot,30.0,13.96,Desserts & Sweets,Licensed,,29.0,5045.23,0,11.21,9.0,,,88.06,Monsoon,0.0,,0
VSF-02229,Mumbai,Residential,48.0,1.65,Seafood,Licensed,2019.4,107.0,1892.02,1,10.21,0.0,75.0,0.0,310.44,Monsoon,0.0,0.24,1
VSF-02230,Pune,Tourist Spot,,8.71,Grilled & BBQ,Licensed,,91.0,7998.87,2,7.4,5.0,47.53,0.0,57.78,Summer,0.0,0.19,0
VSF-02231,Hyderabad,Transit Hub,44.0,0.8,North Indian,Licensed,781.36,37.0,1980.71,0,7.17,18.0,,0.0,65.64,Summer,0.0,0.14,1
VSF-02232,Jaipur,Transit Hub,,16.4,Grilled & BBQ,Unlicensed,1824.72,91.0,6206.18,0,7.29,7.0,,1.0,47.77,Summer,1.0,0.1,0
VSF-02233,Mumbai,University Area,55.0,2.38,North Indian,Licensed,2630.96,146.0,4692.51,0,6.27,9.0,,0.0,258.95,Post-Monsoon,0.0,0.15,1
VSF-02234,Hyderabad,Commercial,39.0,11.92,Beverages,Licensed,7100.26,333.0,5823.24,1,13.38,12.0,37.97,1.0,28.73,Winter,0.0,0.27,0
VSF-02235,Kochi,Transit Hub,23.0,1.72,Seafood,Licensed,3392.27,167.0,4179.31,0,6.7,8.0,35.0,0.0,292.11,Post-Monsoon,0.0,0.21,1
VSF-02236,Jaipur,Tourist Spot,33.0,9.5,South Indian,Licensed,,,5463.54,0,13.17,1.0,68.14,0.0,112.72,Monsoon,0.0,0.23,0
VSF-02237,Bengaluru,Tourist Spot,46.0,2.07,Beverages,Licensed,1712.4,95.0,5024.2,0,7.48,8.0,45.0,0.0,106.07,Post-Monsoon,0.0,,1
VSF-02238,Mumbai,University Area,35.0,1.06,Seafood,Licensed,3612.38,183.0,0.0,0,11.83,4.0,,0.0,300.58,Monsoon,0.0,,0
VSF-02239,Hyderabad,Industrial,21.0,4.95,South Indian,Pending Renewal,1811.14,84.0,1216.41,0,6.16,4.0,61.9,0.0,119.52,Monsoon,0.0,0.28,1
VSF-02240,Hyderabad,Transit Hub,29.0,12.03,Beverages,Expired,822.2,26.0,2884.11,0,7.3,14.0,65.78,0.0,49.9,Winter,1.0,0.15,0
VSF-02241,Hyderabad,Tourist Spot,25.0,9.0,North Indian,Expired,1228.09,69.0,908.91,0,6.9,9.0,,0.0,46.68,Winter,0.0,0.03,0
VSF-02242,Delhi,Residential,25.0,1.75,Desserts & Sweets,Expired,686.02,33.0,2403.54,0,6.1,5.0,,0.0,102.59,Winter,0.0,0.19,1
VSF-02243,Mumbai,Commercial,33.0,,South Indian,Unlicensed,1044.78,51.0,5382.79,2,6.37,13.0,94.05,0.0,242.91,Post-Monsoon,0.0,0.16,1
VSF-02244,Bengaluru,Residential,28.0,6.19,Chinese,Expired,2650.69,118.0,2895.49,4,7.81,3.0,85.0,0.0,72.32,Winter,0.0,0.19,0
VSF-02245,Pune,Tourist Spot,39.0,,Seafood,Unlicensed,839.83,45.0,3971.98,1,13.14,7.0,54.44,1.0,82.93,Summer,0.0,0.29,0
VSF-02246,Hyderabad,Commercial,20.0,3.33,Fast Food,Licensed,,110.0,2338.87,0,13.29,10.0,,0.0,48.55,Winter,0.0,0.2,0
VSF-02247,Bengaluru,Industrial,30.0,4.88,Chinese,Licensed,1453.09,80.0,6216.83,0,6.15,6.0,30.06,1.0,85.63,Post-Monsoon,0.0,,1
VSF-02248,Hyderabad,Transit Hub,26.0,5.35,Chaat,Pending Renewal,360.5,21.0,3896.52,4,7.37,5.0,,0.0,60.36,Summer,0.0,0.29,1
VSF-02249,Mumbai,Industrial,,20.84,Chinese,Pending Renewal,358.26,10.0,5515.55,0,12.61,2.0,50.64,1.0,289.13,Monsoon,0.0,0.29,0
VSF-02250,Delhi,Residential,21.0,1.74,North Indian,Licensed,,88.0,2006.26,0,11.38,8.0,,0.0,176.28,Monsoon,1.0,0.27,0
VSF-02251,Bengaluru,Transit Hub,52.0,13.21,Fast Food,Unlicensed,1443.39,,2937.9,0,6.96,10.0,,0.0,69.39,Winter,0.0,0.25,1
VSF-02252,Mumbai,Transit Hub,50.0,11.64,Desserts & Sweets,Unlicensed,3091.15,143.0,2925.72,2,11.0,5.0,75.0,0.0,250.08,Winter,0.0,0.02,1
VSF-02253,Bengaluru,Commercial,40.0,14.77,Chinese,Licensed,4018.350581623727,3.0,5220.26,1,6.48,12.0,,0.0,61.68,Winter,1.0,0.18,1
VSF-02254,Delhi,Commercial,20.0,,Desserts & Sweets,Licensed,531.33,,3818.96,0,6.42,18.0,64.6,1.0,175.78,Monsoon,0.0,0.19,0
VSF-02255,Pune,Commercial,20.0,3.95,Chinese,Licensed,2065.95,113.0,4771.35,2,7.79,15.0,60.0,0.0,90.02,Post-Monsoon,0.0,0.21,0
VSF-02256,Lucknow,Tourist Spot,44.0,19.81,Seafood,Pending Renewal,403.87,40.0,1041.28,0,11.46,7.0,,0.0,33.97,Post-Monsoon,0.0,0.14,1
VSF-02257,Pune,Tourist Spot,35.0,14.49,Seafood,Unlicensed,,,2113.01,0,6.01,0.0,,0.0,67.68,Summer,1.0,0.04,0
VSF-02258,Delhi,Tourist Spot,48.0,5.8,Chaat,Pending Renewal,1235.61,74.0,1638.55,0,11.92,,,0.0,125.85,Post-Monsoon,0.0,,1
VSF-02259,Delhi,Tourist Spot,41.0,18.02,Fast Food,Unlicensed,3326.22,174.0,3584.83,0,7.75,6.0,,0.0,180.41,Monsoon,0.0,0.06,1
VSF-02260,Bengaluru,Transit Hub,39.0,8.31,Beverages,Expired,2498.52,128.0,2710.51,0,7.87,15.0,,0.0,81.99,Winter,0.0,0.28,1
VSF-02261,Mumbai,Tourist Spot,,21.43,Rolls & Wraps,Licensed,1353.77,37.0,4305.92,1,6.32,7.0,75.41,0.0,246.38,Post-Monsoon,0.0,0.23,1
VSF-02262,Mumbai,Tourist Spot,42.0,20.24,South Indian,Licensed,2645.15,129.0,1957.77,0,12.04,6.0,81.21,0.0,309.68,Monsoon,0.0,0.21,1
